timestamp,open,high,low,close,volume
2018-05-24 15:23:00,98.4000,98.4100,98.3900,98.4000,11437
2018-05-24 15:22:00,98.3950,98.4100,98.3800,98.4000,12656
2018-05-24 15:21:00,98.4100,98.4100,98.3800,98.4000,14737
2018-05-24 15:20:00,98.4050,98.4300,98.4000,98.4150,22457
2018-05-24 15:19:00,98.4000,98.4100,98.3700,98.4100,26235
2018-05-24 15:18:00,98.3800,98.3900,98.3600,98.3900,10604
2018-05-24 15:17:00,98.3200,98.4000,98.3200,98.3750,66888
2018-05-24 15:16:00,98.3900,98.3900,98.3000,98.3250,57545
2018-05-24 15:15:00,98.3700,98.3900,98.3500,98.3801,20964
2018-05-24 15:14:00,98.3649,98.3800,98.3600,98.3700,9274
2018-05-24 15:13:00,98.3500,98.3700,98.3450,98.3700,11029
2018-05-24 15:12:00,98.3500,98.3700,98.3400,98.3500,17543
2018-05-24 15:11:00,98.3800,98.4000,98.3500,98.3600,26141
2018-05-24 15:10:00,98.2600,98.3900,98.2600,98.3700,113468
2018-05-24 15:09:00,98.2300,98.2700,98.2200,98.2623,15846
2018-05-24 15:08:00,98.2100,98.2550,98.2100,98.2350,25833
2018-05-24 15:07:00,98.2000,98.2300,98.1900,98.2000,20928
2018-05-24 15:06:00,98.1950,98.2300,98.1900,98.2000,17008
2018-05-24 15:05:00,98.2100,98.2450,98.2000,98.2000,21240
2018-05-24 15:04:00,98.2169,98.2300,98.2090,98.2200,11557
2018-05-24 15:03:00,98.2250,98.2500,98.2050,98.2100,58260
2018-05-24 15:02:00,98.1700,98.2300,98.1700,98.2250,26328
2018-05-24 15:01:00,98.2000,98.2000,98.1150,98.1700,56428
2018-05-24 15:00:00,98.2250,98.2356,98.1899,98.2088,25638
2018-05-24 14:59:00,98.2150,98.2300,98.2090,98.2300,19395
2018-05-24 14:58:00,98.1800,98.2250,98.1800,98.2100,18577
2018-05-24 14:57:00,98.2300,98.2500,98.1800,98.1800,40881
2018-05-24 14:56:00,98.2010,98.2450,98.2010,98.2350,14887
2018-05-24 14:55:00,98.2150,98.2350,98.2000,98.2000,15067
2018-05-24 14:54:00,98.1800,98.2138,98.1769,98.2138,13214
2018-05-24 14:53:00,98.1446,98.2000,98.1446,98.1700,27221
2018-05-24 14:52:00,98.1500,98.1500,98.1100,98.1432,12296
2018-05-24 14:51:00,98.1600,98.1650,98.1100,98.1500,15377
2018-05-24 14:50:00,98.2050,98.2200,98.1600,98.1700,30221
2018-05-24 14:49:00,98.2100,98.2150,98.1600,98.2050,28808
2018-05-24 14:48:00,98.2600,98.2650,98.2200,98.2200,15139
2018-05-24 14:47:00,98.2938,98.2950,98.2400,98.2700,15193
2018-05-24 14:46:00,98.2800,98.3000,98.2500,98.2900,22307
2018-05-24 14:45:00,98.2800,98.3000,98.2600,98.2900,24309
2018-05-24 14:44:00,98.3000,98.3200,98.2650,98.2800,26097
2018-05-24 14:43:00,98.2950,98.3250,98.2800,98.3000,30181
2018-05-24 14:42:00,98.2850,98.3100,98.2850,98.2900,19810
2018-05-24 14:41:00,98.2600,98.2900,98.2600,98.2899,6178
2018-05-24 14:40:00,98.2700,98.2900,98.2465,98.2500,14354
2018-05-24 14:39:00,98.2649,98.2850,98.2500,98.2700,18534
2018-05-24 14:38:00,98.2000,98.2675,98.2000,98.2675,12618
2018-05-24 14:37:00,98.2350,98.2400,98.1800,98.2000,13331
2018-05-24 14:36:00,98.1951,98.2400,98.1951,98.2350,20060
2018-05-24 14:35:00,98.2299,98.2300,98.1900,98.2000,29163
2018-05-24 14:34:00,98.2200,98.2400,98.2100,98.2300,16987
2018-05-24 14:33:00,98.1800,98.2150,98.1600,98.2100,19283
2018-05-24 14:32:00,98.2400,98.2500,98.1800,98.1800,31972
2018-05-24 14:31:00,98.2500,98.2500,98.2150,98.2300,33980
2018-05-24 14:30:00,98.2550,98.2600,98.2200,98.2500,26112
2018-05-24 14:29:00,98.2275,98.2800,98.2250,98.2534,37509
2018-05-24 14:28:00,98.2200,98.2300,98.1900,98.2300,14307
2018-05-24 14:27:00,98.2400,98.2500,98.2200,98.2200,15968
2018-05-24 14:26:00,98.1900,98.2600,98.1801,98.2550,61084
2018-05-24 14:25:00,98.1650,98.2000,98.1600,98.1900,32085
2018-05-24 14:24:00,98.1500,98.1700,98.1400,98.1650,18279
2018-05-24 14:23:00,98.1432,98.1661,98.1238,98.1500,19106
2018-05-24 14:22:00,98.1100,98.1500,98.0800,98.1400,13623
2018-05-24 14:21:00,98.0900,98.1050,98.0800,98.1000,11046
